time,latitude,longitude,t2m,tp
2001-07-01T12:00:00,37.021,-108.685,295.48053747613733,6.279226022383108e-05
2001-08-01T12:00:00,37.021,-108.685,293.09408369534816,5.7288556140467836e-05
2001-09-01T12:00:00,37.021,-108.685,288.9577837076362,1.1507744901578798e-05
2001-10-01T12:00:00,37.021,-108.685,287.3654401517607,0.0
2001-11-01T12:00:00,37.021,-108.685,277.69180874110504,0.0
2001-12-01T12:00:00,37.021,-108.685,261.53253151638353,4.5030306136620984e-06
2002-01-01T12:00:00,37.021,-108.685,265.4016542321619,3.002020409107603e-05
2002-02-01T12:00:00,37.021,-108.685,260.5454599284068,5.00336734852308e-07
2002-03-01T12:00:00,37.021,-108.685,271.6728985317132,6.504377553066126e-06
2002-04-01T12:00:00,37.021,-108.685,276.36087010869534,0.0
2002-05-01T12:00:00,37.021,-108.685,280.42377880874653,7.505051022767273e-07
2002-06-01T12:00:00,37.021,-108.685,291.26672309471627,7.505051022767273e-07
2002-07-01T12:00:00,37.021,-108.685,292.1441200618067,7.505051022767273e-07
2002-08-01T12:00:00,37.021,-108.685,296.96155716870726,7.505051022767273e-07
2002-09-01T12:00:00,37.021,-108.685,286.54081894208923,5.00336734852308e-07
2002-10-01T12:00:00,37.021,-108.685,279.03594131286945,0.0
2002-11-01T12:00:00,37.021,-108.685,274.13686670621144,0.0
2002-12-01T12:00:00,37.021,-108.685,271.5920856531654,0.0033127295214500857
2003-01-01T12:00:00,37.021,-108.685,268.415644753511,0.0009206195921262891
2003-02-01T12:00:00,37.021,-108.685,272.438971635498,7.505051022767273e-07
2003-03-01T12:00:00,37.021,-108.685,267.6470977860972,0.000306206081728962
2003-04-01T12:00:00,37.021,-108.685,274.9466447341088,7.505051022767273e-07
2003-05-01T12:00:00,37.021,-108.685,280.851757216566,7.505051022767273e-07
2003-06-01T12:00:00,37.021,-108.685,290.12792120416003,1.1757913269004952e-05
2003-07-01T12:00:00,37.021,-108.685,290.5418810514151,0.0
2003-08-01T12:00:00,37.021,-108.685,293.02811399857444,0.00017786970923961733
2003-09-01T12:00:00,37.021,-108.685,288.19253522506114,1.7511785719796086e-06
2003-10-01T12:00:00,37.021,-108.685,285.00784811331005,5.00336734852308e-07
2003-11-01T12:00:00,37.021,-108.685,282.54552918123113,0.0
2003-12-01T12:00:00,37.021,-108.685,271.9376019400177,7.505051022767273e-07
2004-01-01T12:00:00,37.021,-108.685,268.4222417231884,0.0
2004-02-01T12:00:00,37.021,-108.685,266.2493648357041,0.0006702010563332415
2004-03-01T12:00:00,37.021,-108.685,266.68064172836233,6.75454592049228e-06
2004-04-01T12:00:00,37.021,-108.685,277.9499151797322,5.00336734852308e-07
2004-05-01T12:00:00,37.021,-108.685,273.93813299468064,4.5030306136620984e-06
2004-06-01T12:00:00,37.021,-108.685,283.16894281574275,7.505051022767273e-07
2004-07-01T12:00:00,37.021,-108.685,285.3212041729852,7.505051022767273e-07
2004-08-01T12:00:00,37.021,-108.685,292.03197157729136,0.0
2004-09-01T12:00:00,37.021,-108.685,289.89207953819397,0.0
2004-10-01T12:00:00,37.021,-108.685,278.25337578489126,2.0013469394057626e-06
2004-11-01T12:00:00,37.021,-108.685,271.31336368429646,3.502357143959217e-06
2004-12-01T12:00:00,37.021,-108.685,261.81702583372015,0.0
2005-01-01T12:00:00,37.021,-108.685,273.5324193595223,2.051380612890126e-05
2005-02-01T12:00:00,37.021,-108.685,270.74190118599415,0.0012260751687529735
2005-03-01T12:00:00,37.021,-108.685,271.9260572430823,0.00012208216330370468
2005-04-01T12:00:00,37.021,-108.685,267.2925106659385,0.0
2005-05-01T12:00:00,37.021,-108.685,276.91666480401386,1.2508418371290353e-06
2005-06-01T12:00:00,37.021,-108.685,283.4954928147726,0.0
2005-07-01T12:00:00,37.021,-108.685,286.2530261399139,7.505051022767273e-07
2005-08-01T12:00:00,37.021,-108.685,293.99869316235777,0.00010582121942103936
2005-09-01T12:00:00,37.021,-108.685,287.8569143927249,0.0
2005-10-01T12:00:00,37.021,-108.685,280.8385632772112,0.0
2005-11-01T12:00:00,37.021,-108.685,272.11654474251645,0.0
2005-12-01T12:00:00,37.021,-108.685,269.38869778092334,0.0
2006-01-01T12:00:00,37.021,-108.685,275.64097579265217,0.003083575296888216
2006-02-01T12:00:00,37.021,-108.685,269.2361428571341,1.0006734697028813e-06
2006-03-01T12:00:00,37.021,-108.685,279.2858015393999,0.0007054747961402546
2006-04-01T12:00:00,37.021,-108.685,278.5560117688407,0.003965919128798385
2006-05-01T12:00:00,37.021,-108.685,279.4927814630275,1.926296429177396e-05
2006-06-01T12:00:00,37.021,-108.685,284.6664549325061,0.0
2006-07-01T12:00:00,37.021,-108.685,293.4742340730067,1.6260943882665316e-05
2006-08-01T12:00:00,37.021,-108.685,290.8148306718163,0.0030563069448388235
2006-09-01T12:00:00,37.021,-108.685,287.92618257433725,0.00019863368373594474
2006-10-01T12:00:00,37.021,-108.685,281.8792352438166,0.0
2006-11-01T12:00:00,37.021,-108.685,273.11186254258985,0.0
2006-12-01T12:00:00,37.021,-108.685,262.5022860589571,0.0
2007-01-01T12:00:00,37.021,-108.685,268.05281142125557,0.0
2007-02-01T12:00:00,37.021,-108.685,262.89975348201875,0.0002666794796757129
2007-03-01T12:00:00,37.021,-108.685,267.48134892295326,0.0004247858878887066
2007-04-01T12:00:00,37.021,-108.685,271.83040118276045,0.0
2007-05-01T12:00:00,37.021,-108.685,284.2813568275895,2.4766668375137205e-05
2007-06-01T12:00:00,37.021,-108.685,283.8360613743669,5.00336734852308e-07
2007-07-01T12:00:00,37.021,-108.685,287.13949394031073,5.00336734852308e-07
